home_based_status,sector_id,subreg_id,total_number_of_jobs,year
0.0,1.0,-1.0,6837.0,2018
0.0,1.0,-1.0,6905.0,2019
0.0,1.0,-1.0,7033.0,2021
0.0,1.0,-1.0,7161.0,2022
0.0,1.0,-1.0,7293.0,2023
0.0,1.0,-1.0,7408.0,2024
0.0,1.0,-1.0,7680.0,2026
0.0,1.0,-1.0,7797.0,2027
0.0,1.0,-1.0,7933.0,2028
0.0,1.0,-1.0,8074.0,2029
0.0,1.0,-1.0,8299.0,2031
0.0,1.0,-1.0,8406.0,2032
0.0,1.0,-1.0,8497.0,2033
0.0,1.0,-1.0,8574.0,2034
0.0,1.0,-1.0,8678.0,2036
0.0,1.0,-1.0,8714.0,2037
0.0,1.0,-1.0,8751.0,2038
0.0,1.0,-1.0,8770.0,2039
0.0,1.0,-1.0,8782.0,2041
0.0,1.0,-1.0,8784.0,2042
0.0,1.0,-1.0,8776.0,2043
0.0,1.0,-1.0,8744.0,2045
0.0,1.0,-1.0,8730.0,2046
0.0,1.0,-1.0,8732.0,2047
0.0,1.0,-1.0,8748.0,2048
0.0,1.0,-1.0,8778.0,2049
1.0,1.0,-1.0,749.0,2018
1.0,1.0,-1.0,757.0,2019
1.0,1.0,-1.0,770.0,2021
1.0,1.0,-1.0,785.0,2022
1.0,1.0,-1.0,799.0,2023
1.0,1.0,-1.0,811.0,2024
1.0,1.0,-1.0,841.0,2026
1.0,1.0,-1.0,854.0,2027
1.0,1.0,-1.0,869.0,2028
1.0,1.0,-1.0,884.0,2029
1.0,1.0,-1.0,909.0,2031
1.0,1.0,-1.0,921.0,2032
1.0,1.0,-1.0,931.0,2033
1.0,1.0,-1.0,939.0,2034
1.0,1.0,-1.0,951.0,2036
1.0,1.0,-1.0,955.0,2037
1.0,1.0,-1.0,959.0,2038
1.0,1.0,-1.0,961.0,2039
1.0,1.0,-1.0,962.0,2041
1.0,1.0,-1.0,962.0,2042
1.0,1.0,-1.0,961.0,2043
1.0,1.0,-1.0,958.0,2045
1.0,1.0,-1.0,956.0,2046
1.0,1.0,-1.0,957.0,2047
1.0,1.0,-1.0,958.0,2048
1.0,1.0,-1.0,962.0,2049
0.0,2.0,-1.0,129595.0,2018
0.0,2.0,-1.0,130598.0,2019
0.0,2.0,-1.0,132772.0,2021
0.0,2.0,-1.0,134585.0,2022
0.0,2.0,-1.0,135150.0,2023
0.0,2.0,-1.0,136186.0,2024
0.0,2.0,-1.0,137658.0,2026
0.0,2.0,-1.0,138935.0,2027
0.0,2.0,-1.0,140775.0,2028
0.0,2.0,-1.0,142081.0,2029
0.0,2.0,-1.0,145319.0,2031
0.0,2.0,-1.0,146446.0,2032
0.0,2.0,-1.0,147141.0,2033
0.0,2.0,-1.0,147848.0,2034
0.0,2.0,-1.0,148921.0,2036
0.0,2.0,-1.0,150286.0,2037
0.0,2.0,-1.0,151954.0,2038
0.0,2.0,-1.0,152403.0,2039
0.0,2.0,-1.0,151788.0,2041
0.0,2.0,-1.0,151730.0,2042
0.0,2.0,-1.0,151569.0,2043
0.0,2.0,-1.0,151375.0,2045
0.0,2.0,-1.0,150955.0,2046
0.0,2.0,-1.0,150895.0,2047
0.0,2.0,-1.0,150574.0,2048
0.0,2.0,-1.0,150164.0,2049
1.0,2.0,-1.0,4989.0,2018
1.0,2.0,-1.0,5027.0,2019
1.0,2.0,-1.0,5111.0,2021
1.0,2.0,-1.0,5181.0,2022
1.0,2.0,-1.0,5203.0,2023
1.0,2.0,-1.0,5243.0,2024
1.0,2.0,-1.0,5299.0,2026
1.0,2.0,-1.0,5348.0,2027
1.0,2.0,-1.0,5419.0,2028
1.0,2.0,-1.0,5469.0,2029
1.0,2.0,-1.0,5594.0,2031
1.0,2.0,-1.0,5638.0,2032
1.0,2.0,-1.0,5664.0,2033
1.0,2.0,-1.0,5692.0,2034
1.0,2.0,-1.0,5733.0,2036
1.0,2.0,-1.0,5785.0,2037
1.0,2.0,-1.0,5850.0,2038
1.0,2.0,-1.0,5867.0,2039
1.0,2.0,-1.0,5843.0,2041
1.0,2.0,-1.0,5841.0,2042
1.0,2.0,-1.0,5835.0,2043
1.0,2.0,-1.0,5827.0,2045
1.0,2.0,-1.0,5811.0,2046
1.0,2.0,-1.0,5809.0,2047
1.0,2.0,-1.0,5796.0,2048
1.0,2.0,-1.0,5781.0,2049
0.0,3.0,-1.0,184216.0,2018
0.0,3.0,-1.0,181928.0,2019
0.0,3.0,-1.0,179613.0,2021
0.0,3.0,-1.0,179268.0,2022
0.0,3.0,-1.0,178746.0,2023
0.0,3.0,-1.0,179010.0,2024
0.0,3.0,-1.0,178830.0,2026
0.0,3.0,-1.0,179033.0,2027
0.0,3.0,-1.0,179261.0,2028
0.0,3.0,-1.0,179120.0,2029
0.0,3.0,-1.0,179348.0,2031
0.0,3.0,-1.0,178434.0,2032
0.0,3.0,-1.0,177402.0,2033
0.0,3.0,-1.0,176573.0,2034
0.0,3.0,-1.0,175361.0,2036
0.0,3.0,-1.0,175080.0,2037
0.0,3.0,-1.0,174675.0,2038
0.0,3.0,-1.0,173367.0,2039
0.0,3.0,-1.0,170276.0,2041
0.0,3.0,-1.0,168938.0,2042
0.0,3.0,-1.0,167807.0,2043
0.0,3.0,-1.0,165711.0,2045
0.0,3.0,-1.0,164608.0,2046
0.0,3.0,-1.0,163395.0,2047
0.0,3.0,-1.0,162087.0,2048
0.0,3.0,-1.0,160654.0,2049
1.0,3.0,-1.0,7304.0,2018
1.0,3.0,-1.0,7212.0,2019
1.0,3.0,-1.0,7120.0,2021
1.0,3.0,-1.0,7106.0,2022
1.0,3.0,-1.0,7086.0,2023
1.0,3.0,-1.0,7097.0,2024
1.0,3.0,-1.0,7090.0,2026
1.0,3.0,-1.0,7097.0,2027
1.0,3.0,-1.0,7106.0,2028
1.0,3.0,-1.0,7101.0,2029
1.0,3.0,-1.0,7109.0,2031
1.0,3.0,-1.0,7074.0,2032
1.0,3.0,-1.0,7033.0,2033
1.0,3.0,-1.0,7001.0,2034
1.0,3.0,-1.0,6952.0,2036
1.0,3.0,-1.0,6940.0,2037
1.0,3.0,-1.0,6924.0,2038
1.0,3.0,-1.0,6873.0,2039
1.0,3.0,-1.0,6750.0,2041
1.0,3.0,-1.0,6697.0,2042
1.0,3.0,-1.0,6652.0,2043
1.0,3.0,-1.0,6569.0,2045
1.0,3.0,-1.0,6525.0,2046
1.0,3.0,-1.0,6477.0,2047
1.0,3.0,-1.0,6426.0,2048
1.0,3.0,-1.0,6369.0,2049
0.0,4.0,-1.0,155232.0,2018
0.0,4.0,-1.0,156040.0,2019
0.0,4.0,-1.0,160080.0,2021
0.0,4.0,-1.0,161030.0,2022
0.0,4.0,-1.0,161667.0,2023
0.0,4.0,-1.0,163705.0,2024
0.0,4.0,-1.0,165547.0,2026
0.0,4.0,-1.0,167502.0,2027
0.0,4.0,-1.0,169166.0,2028
0.0,4.0,-1.0,170133.0,2029
0.0,4.0,-1.0,173821.0,2031
0.0,4.0,-1.0,175187.0,2032
0.0,4.0,-1.0,176624.0,2033
0.0,4.0,-1.0,178145.0,2034
0.0,4.0,-1.0,180702.0,2036
0.0,4.0,-1.0,182527.0,2037
0.0,4.0,-1.0,184323.0,2038
0.0,4.0,-1.0,185796.0,2039
0.0,4.0,-1.0,188121.0,2041
0.0,4.0,-1.0,189273.0,2042
0.0,4.0,-1.0,190422.0,2043
0.0,4.0,-1.0,192627.0,2045
0.0,4.0,-1.0,193595.0,2046
0.0,4.0,-1.0,194635.0,2047
0.0,4.0,-1.0,195587.0,2048
0.0,4.0,-1.0,196396.0,2049
1.0,4.0,-1.0,9211.0,2018
1.0,4.0,-1.0,9232.0,2019
1.0,4.0,-1.0,9527.0,2021
1.0,4.0,-1.0,9569.0,2022
1.0,4.0,-1.0,9596.0,2023
1.0,4.0,-1.0,9752.0,2024
1.0,4.0,-1.0,9855.0,2026
1.0,4.0,-1.0,10003.0,2027
1.0,4.0,-1.0,10115.0,2028
1.0,4.0,-1.0,10168.0,2029
1.0,4.0,-1.0,10431.0,2031
1.0,4.0,-1.0,10522.0,2032
1.0,4.0,-1.0,10624.0,2033
1.0,4.0,-1.0,10733.0,2034
1.0,4.0,-1.0,10906.0,2036
1.0,4.0,-1.0,11039.0,2037
1.0,4.0,-1.0,11164.0,2038
1.0,4.0,-1.0,11271.0,2039
1.0,4.0,-1.0,11444.0,2041
1.0,4.0,-1.0,11529.0,2042
1.0,4.0,-1.0,11614.0,2043
1.0,4.0,-1.0,11776.0,2045
1.0,4.0,-1.0,11848.0,2046
1.0,4.0,-1.0,11930.0,2047
1.0,4.0,-1.0,12005.0,2048
1.0,4.0,-1.0,12070.0,2049
0.0,5.0,-1.0,235821.0,2018
0.0,5.0,-1.0,238437.0,2019
0.0,5.0,-1.0,249352.0,2021
0.0,5.0,-1.0,251859.0,2022
0.0,5.0,-1.0,254623.0,2023
0.0,5.0,-1.0,260086.0,2024
0.0,5.0,-1.0,266262.0,2026
0.0,5.0,-1.0,271718.0,2027
0.0,5.0,-1.0,276173.0,2028
0.0,5.0,-1.0,279519.0,2029
0.0,5.0,-1.0,289975.0,2031
0.0,5.0,-1.0,294170.0,2032
0.0,5.0,-1.0,298790.0,2033
0.0,5.0,-1.0,303530.0,2034
0.0,5.0,-1.0,312197.0,2036
0.0,5.0,-1.0,317662.0,2037
0.0,5.0,-1.0,323027.0,2038
0.0,5.0,-1.0,327872.0,2039
0.0,5.0,-1.0,336595.0,2041
0.0,5.0,-1.0,341174.0,2042
0.0,5.0,-1.0,345748.0,2043
0.0,5.0,-1.0,354822.0,2045
0.0,5.0,-1.0,359095.0,2046
0.0,5.0,-1.0,363606.0,2047
0.0,5.0,-1.0,367927.0,2048
0.0,5.0,-1.0,372007.0,2049
1.0,5.0,-1.0,7658.0,2018
1.0,5.0,-1.0,7743.0,2019
1.0,5.0,-1.0,8097.0,2021
1.0,5.0,-1.0,8178.0,2022
1.0,5.0,-1.0,8268.0,2023
1.0,5.0,-1.0,8445.0,2024
1.0,5.0,-1.0,8646.0,2026
1.0,5.0,-1.0,8823.0,2027
1.0,5.0,-1.0,8968.0,2028
1.0,5.0,-1.0,9076.0,2029
1.0,5.0,-1.0,9416.0,2031
1.0,5.0,-1.0,9552.0,2032
1.0,5.0,-1.0,9702.0,2033
1.0,5.0,-1.0,9856.0,2034
1.0,5.0,-1.0,10138.0,2036
1.0,5.0,-1.0,10315.0,2037
1.0,5.0,-1.0,10489.0,2038
1.0,5.0,-1.0,10647.0,2039
1.0,5.0,-1.0,10930.0,2041
1.0,5.0,-1.0,11079.0,2042
1.0,5.0,-1.0,11227.0,2043
1.0,5.0,-1.0,11522.0,2045
1.0,5.0,-1.0,11661.0,2046
1.0,5.0,-1.0,11807.0,2047
1.0,5.0,-1.0,11947.0,2048
1.0,5.0,-1.0,12080.0,2049
0.0,7.0,-1.0,485035.0,2018
0.0,7.0,-1.0,498466.0,2019
0.0,7.0,-1.0,521490.0,2021
0.0,7.0,-1.0,534782.0,2022
0.0,7.0,-1.0,546484.0,2023
0.0,7.0,-1.0,557992.0,2024
0.0,7.0,-1.0,582883.0,2026
0.0,7.0,-1.0,594546.0,2027
0.0,7.0,-1.0,607566.0,2028
0.0,7.0,-1.0,620831.0,2029
0.0,7.0,-1.0,647606.0,2031
0.0,7.0,-1.0,660066.0,2032
0.0,7.0,-1.0,672736.0,2033
0.0,7.0,-1.0,686532.0,2034
0.0,7.0,-1.0,717221.0,2036
0.0,7.0,-1.0,732846.0,2037
0.0,7.0,-1.0,748874.0,2038
0.0,7.0,-1.0,763667.0,2039
0.0,7.0,-1.0,793630.0,2041
0.0,7.0,-1.0,809130.0,2042
0.0,7.0,-1.0,825903.0,2043
0.0,7.0,-1.0,861120.0,2045
0.0,7.0,-1.0,878903.0,2046
0.0,7.0,-1.0,895737.0,2047
0.0,7.0,-1.0,912574.0,2048
0.0,7.0,-1.0,928950.0,2049
1.0,7.0,-1.0,56854.0,2018
1.0,7.0,-1.0,58462.0,2019
1.0,7.0,-1.0,61251.0,2021
1.0,7.0,-1.0,62858.0,2022
1.0,7.0,-1.0,64271.0,2023
1.0,7.0,-1.0,65669.0,2024
1.0,7.0,-1.0,68688.0,2026
1.0,7.0,-1.0,70103.0,2027
1.0,7.0,-1.0,71678.0,2028
1.0,7.0,-1.0,73279.0,2029
1.0,7.0,-1.0,76511.0,2031
1.0,7.0,-1.0,78001.0,2032
1.0,7.0,-1.0,79523.0,2033
1.0,7.0,-1.0,81191.0,2034
1.0,7.0,-1.0,84911.0,2036
1.0,7.0,-1.0,86799.0,2037
1.0,7.0,-1.0,88727.0,2038
1.0,7.0,-1.0,90498.0,2039
1.0,7.0,-1.0,94110.0,2041
1.0,7.0,-1.0,95983.0,2042
1.0,7.0,-1.0,98018.0,2043
1.0,7.0,-1.0,102291.0,2045
1.0,7.0,-1.0,104450.0,2046
1.0,7.0,-1.0,106486.0,2047
1.0,7.0,-1.0,108523.0,2048
1.0,7.0,-1.0,110505.0,2049
0.0,8.0,-1.0,44662.0,2018
0.0,8.0,-1.0,45829.0,2019
0.0,8.0,-1.0,47844.0,2021
0.0,8.0,-1.0,48673.0,2022
0.0,8.0,-1.0,49265.0,2023
0.0,8.0,-1.0,50025.0,2024
0.0,8.0,-1.0,51660.0,2026
0.0,8.0,-1.0,52614.0,2027
0.0,8.0,-1.0,53726.0,2028
0.0,8.0,-1.0,54815.0,2029
0.0,8.0,-1.0,57381.0,2031
0.0,8.0,-1.0,58824.0,2032
0.0,8.0,-1.0,60349.0,2033
0.0,8.0,-1.0,61972.0,2034
0.0,8.0,-1.0,65313.0,2036
0.0,8.0,-1.0,67193.0,2037
0.0,8.0,-1.0,69303.0,2038
0.0,8.0,-1.0,71452.0,2039
0.0,8.0,-1.0,75679.0,2041
0.0,8.0,-1.0,77882.0,2042
0.0,8.0,-1.0,80183.0,2043
0.0,8.0,-1.0,84940.0,2045
0.0,8.0,-1.0,87221.0,2046
0.0,8.0,-1.0,89519.0,2047
0.0,8.0,-1.0,91801.0,2048
0.0,8.0,-1.0,94070.0,2049
1.0,8.0,-1.0,2030.0,2018
1.0,8.0,-1.0,2083.0,2019
1.0,8.0,-1.0,2175.0,2021
1.0,8.0,-1.0,2212.0,2022
1.0,8.0,-1.0,2239.0,2023
1.0,8.0,-1.0,2274.0,2024
1.0,8.0,-1.0,2348.0,2026
1.0,8.0,-1.0,2391.0,2027
1.0,8.0,-1.0,2442.0,2028
1.0,8.0,-1.0,2491.0,2029
1.0,8.0,-1.0,2608.0,2031
1.0,8.0,-1.0,2674.0,2032
1.0,8.0,-1.0,2743.0,2033
1.0,8.0,-1.0,2817.0,2034
1.0,8.0,-1.0,2969.0,2036
1.0,8.0,-1.0,3054.0,2037
1.0,8.0,-1.0,3150.0,2038
1.0,8.0,-1.0,3248.0,2039
1.0,8.0,-1.0,3440.0,2041
1.0,8.0,-1.0,3540.0,2042
1.0,8.0,-1.0,3644.0,2043
1.0,8.0,-1.0,3861.0,2045
1.0,8.0,-1.0,3964.0,2046
1.0,8.0,-1.0,4069.0,2047
1.0,8.0,-1.0,4173.0,2048
1.0,8.0,-1.0,4276.0,2049
0.0,9.0,-1.0,250475.0,2018
0.0,9.0,-1.0,252491.0,2019
0.0,9.0,-1.0,256184.0,2021
0.0,9.0,-1.0,258078.0,2022
0.0,9.0,-1.0,259635.0,2023
0.0,9.0,-1.0,261061.0,2024
0.0,9.0,-1.0,264808.0,2026
0.0,9.0,-1.0,266545.0,2027
0.0,9.0,-1.0,268572.0,2028
0.0,9.0,-1.0,270790.0,2029
0.0,9.0,-1.0,275509.0,2031
0.0,9.0,-1.0,278282.0,2032
0.0,9.0,-1.0,281406.0,2033
0.0,9.0,-1.0,284826.0,2034
0.0,9.0,-1.0,292186.0,2036
0.0,9.0,-1.0,295735.0,2037
0.0,9.0,-1.0,299503.0,2038
0.0,9.0,-1.0,303604.0,2039
0.0,9.0,-1.0,312561.0,2041
0.0,9.0,-1.0,317101.0,2042
0.0,9.0,-1.0,321863.0,2043
0.0,9.0,-1.0,331445.0,2045
0.0,9.0,-1.0,336124.0,2046
0.0,9.0,-1.0,340412.0,2047
0.0,9.0,-1.0,344595.0,2048
0.0,9.0,-1.0,348590.0,2049
1.0,9.0,-1.0,11385.0,2018
1.0,9.0,-1.0,11476.0,2019
1.0,9.0,-1.0,11644.0,2021
1.0,9.0,-1.0,11730.0,2022
1.0,9.0,-1.0,11801.0,2023
1.0,9.0,-1.0,11866.0,2024
1.0,9.0,-1.0,12036.0,2026
1.0,9.0,-1.0,12115.0,2027
1.0,9.0,-1.0,12207.0,2028
1.0,9.0,-1.0,12308.0,2029
1.0,9.0,-1.0,12523.0,2031
1.0,9.0,-1.0,12649.0,2032
1.0,9.0,-1.0,12791.0,2033
1.0,9.0,-1.0,12946.0,2034
1.0,9.0,-1.0,13281.0,2036
1.0,9.0,-1.0,13442.0,2037
1.0,9.0,-1.0,13613.0,2038
1.0,9.0,-1.0,13800.0,2039
1.0,9.0,-1.0,14207.0,2041
1.0,9.0,-1.0,14413.0,2042
1.0,9.0,-1.0,14629.0,2043
1.0,9.0,-1.0,15065.0,2045
1.0,9.0,-1.0,15278.0,2046
1.0,9.0,-1.0,15473.0,2047
1.0,9.0,-1.0,15663.0,2048
1.0,9.0,-1.0,15844.0,2049
0.0,10.0,-1.0,168354.0,2018
0.0,10.0,-1.0,173360.0,2019
0.0,10.0,-1.0,182714.0,2021
0.0,10.0,-1.0,187401.0,2022
0.0,10.0,-1.0,191429.0,2023
0.0,10.0,-1.0,195491.0,2024
0.0,10.0,-1.0,203679.0,2026
0.0,10.0,-1.0,207641.0,2027
0.0,10.0,-1.0,211736.0,2028
0.0,10.0,-1.0,215615.0,2029
0.0,10.0,-1.0,223069.0,2031
0.0,10.0,-1.0,225980.0,2032
0.0,10.0,-1.0,228631.0,2033
0.0,10.0,-1.0,231367.0,2034
0.0,10.0,-1.0,237405.0,2036
0.0,10.0,-1.0,240670.0,2037
0.0,10.0,-1.0,243696.0,2038
0.0,10.0,-1.0,245819.0,2039
0.0,10.0,-1.0,249252.0,2041
0.0,10.0,-1.0,250951.0,2042
0.0,10.0,-1.0,252761.0,2043
0.0,10.0,-1.0,256329.0,2045
0.0,10.0,-1.0,257993.0,2046
0.0,10.0,-1.0,259460.0,2047
0.0,10.0,-1.0,260776.0,2048
0.0,10.0,-1.0,261950.0,2049
1.0,10.0,-1.0,4863.0,2018
1.0,10.0,-1.0,5008.0,2019
1.0,10.0,-1.0,5278.0,2021
1.0,10.0,-1.0,5413.0,2022
1.0,10.0,-1.0,5529.0,2023
1.0,10.0,-1.0,5647.0,2024
1.0,10.0,-1.0,5883.0,2026
1.0,10.0,-1.0,5998.0,2027
1.0,10.0,-1.0,6116.0,2028
1.0,10.0,-1.0,6228.0,2029
1.0,10.0,-1.0,6443.0,2031
1.0,10.0,-1.0,6528.0,2032
1.0,10.0,-1.0,6604.0,2033
1.0,10.0,-1.0,6683.0,2034
1.0,10.0,-1.0,6858.0,2036
1.0,10.0,-1.0,6952.0,2037
1.0,10.0,-1.0,7039.0,2038
1.0,10.0,-1.0,7101.0,2039
1.0,10.0,-1.0,7200.0,2041
1.0,10.0,-1.0,7249.0,2042
1.0,10.0,-1.0,7301.0,2043
1.0,10.0,-1.0,7404.0,2045
1.0,10.0,-1.0,7452.0,2046
1.0,10.0,-1.0,7495.0,2047
1.0,10.0,-1.0,7533.0,2048
1.0,10.0,-1.0,7566.0,2049
0.0,11.0,-1.0,157444.0,2018
0.0,11.0,-1.0,158963.0,2019
0.0,11.0,-1.0,161559.0,2021
0.0,11.0,-1.0,162667.0,2022
0.0,11.0,-1.0,163376.0,2023
0.0,11.0,-1.0,164158.0,2024
0.0,11.0,-1.0,166132.0,2026
0.0,11.0,-1.0,167213.0,2027
0.0,11.0,-1.0,168580.0,2028
0.0,11.0,-1.0,170002.0,2029
0.0,11.0,-1.0,173210.0,2031
0.0,11.0,-1.0,175006.0,2032
0.0,11.0,-1.0,176989.0,2033
0.0,11.0,-1.0,179122.0,2034
0.0,11.0,-1.0,183443.0,2036
0.0,11.0,-1.0,185750.0,2037
0.0,11.0,-1.0,188313.0,2038
0.0,11.0,-1.0,190850.0,2039
0.0,11.0,-1.0,196000.0,2041
0.0,11.0,-1.0,198635.0,2042
0.0,11.0,-1.0,201317.0,2043
0.0,11.0,-1.0,206626.0,2045
0.0,11.0,-1.0,209060.0,2046
0.0,11.0,-1.0,211439.0,2047
0.0,11.0,-1.0,213751.0,2048
0.0,11.0,-1.0,216026.0,2049
1.0,11.0,-1.0,10051.0,2018
1.0,11.0,-1.0,10148.0,2019
1.0,11.0,-1.0,10313.0,2021
1.0,11.0,-1.0,10384.0,2022
1.0,11.0,-1.0,10430.0,2023
1.0,11.0,-1.0,10479.0,2024
1.0,11.0,-1.0,10606.0,2026
1.0,11.0,-1.0,10675.0,2027
1.0,11.0,-1.0,10762.0,2028
1.0,11.0,-1.0,10853.0,2029
1.0,11.0,-1.0,11057.0,2031
1.0,11.0,-1.0,11172.0,2032
1.0,11.0,-1.0,11298.0,2033
1.0,11.0,-1.0,11435.0,2034
1.0,11.0,-1.0,11711.0,2036
1.0,11.0,-1.0,11858.0,2037
1.0,11.0,-1.0,12021.0,2038
1.0,11.0,-1.0,12183.0,2039
1.0,11.0,-1.0,12512.0,2041
1.0,11.0,-1.0,12680.0,2042
1.0,11.0,-1.0,12852.0,2043
1.0,11.0,-1.0,13191.0,2045
1.0,11.0,-1.0,13346.0,2046
1.0,11.0,-1.0,13498.0,2047
1.0,11.0,-1.0,13645.0,2048
1.0,11.0,-1.0,13791.0,2049
0.0,12.0,-1.0,168856.0,2018
0.0,12.0,-1.0,170617.0,2019
0.0,12.0,-1.0,172730.0,2021
0.0,12.0,-1.0,173906.0,2022
0.0,12.0,-1.0,174909.0,2023
0.0,12.0,-1.0,175451.0,2024
0.0,12.0,-1.0,177040.0,2026
0.0,12.0,-1.0,177576.0,2027
0.0,12.0,-1.0,178283.0,2028
0.0,12.0,-1.0,179124.0,2029
0.0,12.0,-1.0,180326.0,2031
0.0,12.0,-1.0,180956.0,2032
0.0,12.0,-1.0,181487.0,2033
0.0,12.0,-1.0,181923.0,2034
0.0,12.0,-1.0,182651.0,2036
0.0,12.0,-1.0,182890.0,2037
0.0,12.0,-1.0,183201.0,2038
0.0,12.0,-1.0,183429.0,2039
0.0,12.0,-1.0,183620.0,2041
0.0,12.0,-1.0,183607.0,2042
0.0,12.0,-1.0,183529.0,2043
0.0,12.0,-1.0,183194.0,2045
